Job title,Location,Company Industry,Experience Level,Salary Amount,Salary Currency,Conversion Ratio,Reference Year
Data Scientist,True,"Energy, oil and gas",Junior,140000.0,USD,1.0,2020
Product Analyst,True,Ciber Security,Senior,86000.0,USD,1.0,2020
Data Scientist,True,Ciber Security,Senior,85000.0,USD,1.0,2020
ML Engineer,True,Tech Company,Mid,240000.0,USD,1.0,2020
Data Science Consultant,True,Tech Company,Mid,65000.0,USD,1.0,2020
Analytics Manager,True,Big Tech,Senior,120000.0,USD,1.0,2020
Data Scientist,True,,,,,,2020
Data Scientist,True,Tech Company,Intership,135000.0,USD,1.0,2020
Data Scientist,True,Tech Company,Senior,74000.0,USD,1.0,2020
Data Scientist,True,"Education, Research ad University",Junior,93000.0,USD,1.0,2020
Data Scientist,True,Big Tech,Intership,140000.0,USD,1.0,2020
Informatics Manager,True,Healthcare,Mid,160000.0,USD,1.0,2020
Analytics Manager,True,Travelling and Enterteinment,Senior,107000.0,USD,1.0,2020
Data Scientist,True,,,,,,2020
Data Scientist,True,Big Tech,Not specified,375000.0,USD,1.0,2020
ML Engineer,True,Retail,Junior,120000.0,USD,1.0,2020
Data Scientist,True,Finance,Junior,400000.0,USD,1.0,2020
Data Scientist,True,Finance,Intership,91000.0,USD,1.0,2020
ML Engineer,True,"Marketing, Media and Advertising",,480000.0,DKK,0.14585547,2020
Data Scientist,True,Finance,Not specified,98000.0,USD,1.0,2020
Data Scientist,True,"Marketing, Media and Advertising",Intership,185000.0,USD,1.0,2020
Data Scientist,True,Consulting,,1600000.0,INR,0.011962834,2020
Data Analyst,True,Finance,Not specified,70000.0,USD,1.0,2020
Quantitative Researcher,True,Small Tech,Mid,90000.0,USD,1.0,2020
Data Scientist,True,Warehousing and Logistic,,140000.0,USD,1.0,2020
Data Scientist,True,Healthcare,,46000.0,USD,1.0,2020
Data Scientist,True,Finance,Intership,125000.0,USD,1.0,2020
Data Scientist,True,Ecommerce,Not specified,120000.0,USD,1.0,2020
Data Scientist,True,StartUp,Junior,160000.0,USD,1.0,2020
Data Scientist,True,StartUp,Junior,125000.0,USD,1.0,2020
Data Analyst,True,Tech Company,Senior,130000.0,USD,1.0,2020
Data Scientist,True,Tech Company,Intership,96000.0,USD,1.0,2020
Data Scientist,True,Tech Company,Not specified,108500.0,USD,1.0,2020
Data Scientist,True,StartUp,Mid,125000.0,USD,1.0,2020
Data Scientist,True,Tech Company,Not specified,178000.0,USD,1.0,2020
Data Scientist,True,Finance,Junior,123500.0,USD,1.0,2020
Data Scientist,True,"Education, Research ad University",Junior,87000.0,USD,1.0,2020
Analytics Manager,True,Manufactoring,,70000.0,USD,1.0,2020
Analytics Manager,True,,Senior,,,,2020
Decision Scientist,True,Tech Company,Senior,105000.0,USD,1.0,2020
Data Science Manager,True,Consulting,Junior,170000.0,USD,1.0,2020
NLP Engineer,True,Healthcare,Intership,110000.0,USD,1.0,2020
,True,Healthcare,,110000.0,USD,1.0,2020
Data Scientist,True,Finance,Senior,37000.0,USD,1.0,2020
Data Scientist,True,Finance,Not specified,36000.0,USD,1.0,2020
BI Analyst,True,Consulting,Not specified,90000.0,USD,1.0,2020
Data Scientist,True,Healthcare,Mid,110000.0,USD,1.0,2020
Data Scientist,True,Finance,Junior,125000.0,USD,1.0,2020
Data Scientist,True,Tech Company,Mid,140000.0,USD,1.0,2020
Quant Trader,True,Finance,,135000.0,USD,1.0,2020
Product Analyst,True,Big Tech,Senior,110000.0,USD,1.0,2020
research associate,True,,,,,,2020
Data Manager,True,,,,,,2020
Data Scientist,True,Finance,Senior,104000.0,USD,1.0,2020
Softwate engineer,True,Tech Company,Not specified,15000.0,USD,1.0,2020
Data Scientist,True,Big Tech,Not specified,160000.0,USD,1.0,2020
Data Scientist,True,Finance,Intership,100000.0,USD,1.0,2020
Product Analyst,True,Retail,Junior,48000.0,USD,1.0,2020
Data Analyst,True,Tech Company,Senior,60000.0,USD,1.0,2020
Data Analyst,True,Big Tech,Not specified,115000.0,USD,1.0,2020
Data Scientist,True,Tech Company,Senior,185000.0,USD,1.0,2020
Data Scientist,True,,,,,,2020
Product Analyst,True,Finance,Intership,70000.0,USD,1.0,2020
Engineering Lead,True,"Energy, oil and gas",Mid,155000.0,USD,1.0,2020
Data Scientist,True,Tech Company,Senior,89300.0,USD,1.0,2020
Senior Data Engineer,True,Consulting,,140000.0,USD,1.0,2020
Associate Finance Manager - Data Science,True,Finance,Mid,93000.0,USD,1.0,2020
Data Scientist,True,Healthcare,Not specified,1400.0,USD,1.0,2020
Data Scientist,True,,,,,,2020
Business Intelligence Developer,True,,,,,,2020
Insights Consultant,True,"Education, Research ad University",Senior,150000.0,USD,1.0,2020
Data Scientist,True,Consulting,Junior,120000.0,USD,1.0,2020
Data Scientist,True,,,,,,2020
Data Scientist,True,,,,,,2020
Product Analyst,True,Finance,Senior,125000.0,USD,1.0,2020
Data Scientist,True,Healthcare,Senior,160000.0,USD,1.0,2020
Data Analyst,True,Travelling and Enterteinment,,67000.0,USD,1.0,2020
ML Engineer,True,Ecommerce,Intership,33000.0,USD,1.0,2020
Data Scientist,True,Ecommerce,Intership,55000.0,EUR,1.0882787,2020
Data Scientist,True,Tech Company,Senior,175000.0,USD,1.0,2022
,True,,Intership,,,,2022
Data Scientist,True,,,,,,2022
Data Analyst,True,Public Sector and Gonverment,Senior,113000.0,USD,1.0,2022
"Engineering Manager, Data Science",True,Healthcare,Mid,227000.0,USD,1.0,2022
Data Analyst,True,Warehousing and Logistic,Intership,75000.0,USD,1.0,2022
Data Scientist,True,Ecommerce,Senior,150000.0,USD,1.0,2022
ML Engineer,True,StartUp,Mid,195000.0,USD,1.0,2022
Data Scientist,True,Healthcare,Mid,125000.0,USD,1.0,2022
Data Scientist,True,Tech Company,Senior,218000.0,USD,1.0,2022
Data Analyst,True,Tech Company,Intership,70000.0,USD,1.0,2022
ML Engineer,True,Travelling and Enterteinment,Intership,105000.0,USD,1.0,2022
Data Scientist,True,Big Tech,,195000.0,USD,1.0,2022
Data Engineer,True,Manufactoring,,15600.0,USD,1.0,2022
Data Scientist,True,"Marketing, Media and Advertising",Intership,150000.0,USD,1.0,2022
Data Analyst,True,Warehousing and Logistic,Junior,85000.0,USD,1.0,2022
ML Engineer,True,Tech Company,Senior,260000.0,USD,1.0,2022
Data Scientist,True,Ecommerce,Senior,190000.0,USD,1.0,2022
Director,True,,,,,,2022
Analytics Manager,True,Finance,,125000.0,USD,1.0,2022
Data Scientist,True,Tech Company,Senior,250000.0,USD,1.0,2022
Data Scientist,True,Retail,Mid,100000.0,USD,1.0,2022
Data Scientist,True,Public Sector and Gonverment,,49000.0,USD,1.0,2022
ML Engineer,True,Tech Company,Intership,200000.0,USD,1.0,2022
Director,True,Finance,Senior,253000.0,USD,1.0,2022
Director,True,,Senior,,,,2022
,True,Tech Company,,,,,2022
Data Scientist,True,,,,,,2022
Data Scientist,True,Warehousing and Logistic,Junior,95000.0,CAD,0.73006557,2022
Data Scientist,True,Healthcare,,160000.0,USD,1.0,2022
Data Scientist,True,,,,,,2022
Data Scientist,True,Big Tech,Senior,200000.0,USD,1.0,2022
Data Scientist,True,Tech Company,Junior,70000.0,SGD,0.74328847,2022
BI Analyst,True,Retail,,79000.0,USD,1.0,2022
Data Scientist,True,Tech Company,Junior,125000.0,CAD,0.73006557,2022
ML Engineer,True,Tech Company,Senior,150000.0,USD,1.0,2022
Data Scientist,True,Finance,Intership,60000.0,USD,1.0,2022
Data Scientist,True,"Education, Research ad University",Mid,90000.0,USD,1.0,2022
Data Scientist,True,Travelling and Enterteinment,Senior,127000.0,USD,1.0,2022
Data Scientist,True,Warehousing and Logistic,Senior,160000.0,CAD,0.73006557,2022
Data Scientist,True,Tech Company,,64000.0,USD,1.0,2022
Data Scientist,True,"Energy, oil and gas",Junior,100000.0,USD,1.0,2022
ML Engineer,True,Retail,Mid,180000.0,USD,1.0,2022
Data Scientist,True,Finance,Senior,118000.0,CAD,0.73006557,2022
Data Scientist,True,Healthcare,Senior,76000.0,USD,1.0,2022
Data Analyst,True,Finance,Junior,112000.0,USD,1.0,2022
Data Scientist,True,"Marketing, Media and Advertising",Not specified,46000.0,USD,1.0,2022
Data Scientist,True,Ciber Security,Senior,122000.0,USD,1.0,2022
Sr. Data Engineer,True,Manufactoring,Not specified,144000.0,USD,1.0,2022
Senior Data Science Engineer,True,Ciber Security,Mid,135000.0,USD,1.0,2022
,True,Finance,Senior,8000.0,USD,1.0,2022
Data Scientist,True,Retail,Intership,95000.0,CHF,1.1143726,2022
BI Manager,True,Finance,Senior,120000.0,USD,1.0,2022
Data Scientist,True,Small Tech,Intership,23000.0,USD,1.0,2022
Data Scientist,True,,,,,,2022
Data Scientist,True,Finance,Not specified,120000.0,USD,1.0,2022
,True,,,,,,2022
Data Consultant,True,Consulting,Not specified,78500.0,USD,1.0,2022
Data Scientist,True,Healthcare,Senior,150000.0,USD,1.0,2022
Data Scientist,True,"Education, Research ad University",Intership,110000.0,USD,1.0,2022
Data Scientist,True,Tech Company,Junior,130000.0,USD,1.0,2022
NLP Scientist,True,Healthcare,Not specified,110000.0,USD,1.0,2022
Data Scientist,True,,,,,,2022
Data Scientist,True,Tech Company,Senior,150000.0,USD,1.0,2022
Data Scientist,True,Healthcare,Senior,135000.0,USD,1.0,2022
Product Analyst,True,Others,Intership,90000.0,USD,1.0,2022
Data Analyst,True,"Education, Research ad University",Intership,74000.0,CAD,0.73006557,2022
Data Scientist,True,Finance,,120000.0,USD,1.0,2022
ML Engineer,True,Healthcare,Mid,140000.0,USD,1.0,2022
Data Scientist,True,Tech Company,Senior,167000.0,USD,1.0,2022
Data Scientist,True,,,,,,2022
Data Scientist,True,,,,,,2022
Data Analyst,True,Big Tech,,60000.0,USD,1.0,2022
Data Scientist,True,Finance,,170000.0,USD,1.0,2022
Data Scientist,True,Big Tech,Mid,140000.0,USD,1.0,2022
Data Scientist,True,,Junior,,,,2022
Product Analyst,True,Healthcare,Senior,105000.0,USD,1.0,2022
Data Scientist,True,,Not specified,,,,2022
Data Scientist,True,Tech Company,Mid,145000.0,USD,1.0,2022
Data Scientist,True,Tech Company,Intership,112000.0,USD,1.0,2022
Data Analyst,True,Healthcare,,113000.0,USD,1.0,2022
Data Analyst,True,Tech Company,Senior,140000.0,USD,1.0,2022
Data Scientist,True,Finance,Senior,130000.0,USD,1.0,2022
Data Scientist,True,Tech Company,Mid,130000.0,USD,1.0,2022
Product Analyst,True,,,,,,2022
Data Scientist,True,Consulting,Mid,190000.0,USD,1.0,2022
ML Engineer,True,Tech Company,,23300.0,USD,1.0,2022
Data Scientist,True,Small Tech,Junior,100000.0,USD,1.0,2022
Anaplan Solutions Architect,True,Consulting,Mid,160000.0,USD,1.0,2022
Data Analyst,True,Others,Mid,450000.0,USD,1.0,2022
Product Analyst,True,Ecommerce,Intership,75000.0,USD,1.0,2022
Bioinformatics scientist,True,Healthcare,,62000.0,USD,1.0,2022
Data Analyst,True,Healthcare,Senior,90000.0,USD,1.0,2022
Data Scientist,True,Finance,Mid,85000.0,USD,1.0,2022
BI Developer,True,Manufactoring,Senior,104000.0,USD,1.0,2022
Data Scientist,True,Tech Company,,151000.0,USD,1.0,2022
Data Analyst,True,Tech Company,Not specified,130000.0,USD,1.0,2022
Data Scientist,True,Retail,,93000.0,USD,1.0,2022
Data Scientist,True,Finance,Junior,135000.0,USD,1.0,2022
Data Scientist,True,Big Tech,Senior,164000.0,USD,1.0,2022
Data Scientist,True,Tech Company,Junior,155000.0,USD,1.0,2022
Data Analyst,True,Retail,Junior,88000.0,USD,1.0,2022
Data Scientist,True,,,,,,2022
Data Scientist,True,Finance,,135000.0,USD,1.0,2022
Applied Scientist,True,Tech Company,Intership,170000.0,USD,1.0,2022
ML Engineer,True,Tech Company,Intership,12000.0,USD,1.0,2022
Developer Advocate ,True,,,,,,2022
Product Analyst,True,,,,,,2022
Data Analyst,True,,,,,,2022
Data Scientist,True,Finance,Junior,20000.0,USD,1.0,2022
Data Analyst,True,Tech Company,,100000.0,USD,1.0,2022
ML Engineer,True,Tech Company,Senior,295000.0,USD,1.0,2019
Data Analyst,True,"Energy, oil and gas",,160000.0,USD,1.0,2019
Data Engineer,True,"Marketing, Media and Advertising",,119000.0,USD,1.0,2019
Data Analyst,True,Retail,Not specified,60000.0,USD,1.0,2019
Marketing Manager ,True,Healthcare,Senior,128000.0,USD,1.0,2019
Data Analyst,True,Tech Company,Intership,645000.0,USD,1.0,2019
Data Analyst,True,Retail,Intership,84000.0,USD,1.0,2019
ML Engineer,True,Consulting,Junior,40000.0,USD,1.0,2019
Data Analyst,True,Retail,Intership,65000.0,USD,1.0,2019
Business Intelligence Engineer III,True,Big Tech,,110000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Junior,135000.0,USD,1.0,2019
ML Engineer,True,Ciber Security,Junior,170000.0,USD,1.0,2019
Data Scientist,True,Others,Mid,95500.0,USD,1.0,2019
Data Scientist,True,Tech Company,Mid,100000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Intership,110000.0,USD,1.0,2019
Data Scientist,True,Retail,Not specified,110000.0,USD,1.0,2019
Analytics Manager,True,Healthcare,Senior,101000.0,USD,1.0,2019
Data Analyst,True,"Marketing, Media and Advertising",Senior,1200000.0,INR,0.011962834,2019
Data Scientist,True,Healthcare,,160000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Not specified,175000.0,USD,1.0,2019
Analytics Manager,True,Retail,Not specified,103000.0,USD,1.0,2019
Data Scientist,True,"Energy, oil and gas",,27700.0,USD,1.0,2019
IT Engineer,True,,,,,,2019
Data Scientist,True,Finance,Junior,105000.0,USD,1.0,2019
Data Scientist,True,"Marketing, Media and Advertising",Intership,72000.0,USD,1.0,2019
,True,,,,,,2019
Data Scientist,True,Tech Company,Intership,116500.0,USD,1.0,2019
Data Scientist,True,Tech Company,,475000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Senior,127000.0,USD,1.0,2019
Data Analyst,True,Finance,Intership,15000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Senior,165000.0,USD,1.0,2019
Data Scientist,True,Travelling and Enterteinment,Mid,59000.0,EUR,1.0882787,2019
Algorithm Developer,True,"Energy, oil and gas",Not specified,160000.0,USD,1.0,2019
Data Analyst,True,Tech Company,,,,,2019
Data Scientist,True,Finance,,85000.0,USD,1.0,2019
Data Analyst,True,Warehousing and Logistic,Intership,,,,2019
Data Scientist,True,Healthcare,Senior,525000.0,USD,1.0,2019
Data Scientist,True,Finance,Not specified,90000.0,USD,1.0,2019
Data Scientist,True,"Energy, oil and gas",Junior,136000.0,USD,1.0,2019
Data Scientist,True,Big Tech,Intership,83000.0,USD,1.0,2019
Data Scientist,True,Big Tech,Junior,155000.0,USD,1.0,2019
Data Scientist,True,Travelling and Enterteinment,Senior,130000.0,USD,1.0,2019
Data Scientist,True,Healthcare,Junior,165000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Mid,160000.0,USD,1.0,2019
Data Scientist,True,Healthcare,Not specified,95000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Intership,118000.0,USD,1.0,2019
BI Analyst,True,Retail,Mid,88000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Junior,151000.0,USD,1.0,2019
Data Scientist,True,Consulting,Senior,187000.0,USD,1.0,2019
Director of Data Science,True,Travelling and Enterteinment,Intership,200000.0,USD,1.0,2019
,True,,,,,,2019
Data Scientist,True,Consulting,,10800.0,USD,1.0,2019
Director,True,Finance,Intership,185000.0,USD,1.0,2019
Data Scientist,True,,,,,,2019
Data Analyst,True,"Education, Research ad University",Mid,86000.0,USD,1.0,2019
Product Analyst,True,Finance,Intership,95000.0,USD,1.0,2019
Applied Scientist,True,Tech Company,Not specified,160000.0,USD,1.0,2019
Data Scientist,True,,Mid,130000.0,USD,1.0,2019
Data Scientist,True,Consulting,Senior,135000.0,USD,1.0,2019
Marketing Coordinator,True,Others,,30000.0,USD,1.0,2019
Data Analyst,True,,,,,,2019
Data Scientist,True,Manufactoring,Intership,65000.0,USD,1.0,2019
Data Scientist,True,Finance,,100400.0,USD,1.0,2019
Data Scientist,True,Tech Company,Intership,120000.0,USD,1.0,2019
Data Analyst,True,Tech Company,Not specified,96000.0,USD,1.0,2019
Data Scientist,True,Tech Company,,180000.0,USD,1.0,2019
Lead Data Engineer,True,Finance,Senior,130000.0,USD,1.0,2019
Researcher,True,Tech Company,,200000.0,USD,1.0,2019
Product Analyst,True,Healthcare,Senior,101500.0,USD,1.0,2019
,True,Big Tech,,170000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Intership,115000.0,USD,1.0,2019
Data Scientist,True,,,,,,2019
Data Scientist,True,Finance,Junior,121000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Junior,80000.0,USD,1.0,2019
,True,Finance,Junior,85000.0,USD,1.0,2019
BI Analyst,True,Warehousing and Logistic,,43000.0,USD,1.0,2019
Data Scientist,True,Consulting,Mid,115000.0,USD,1.0,2019
BI Analyst,True,Tech Company,Not specified,59000.0,USD,1.0,2019
BI Analyst,True,Warehousing and Logistic,,48000.0,USD,1.0,2019
Data Scientist,True,Warehousing and Logistic,Junior,80000.0,USD,1.0,2019
Data Analyst,True,"Marketing, Media and Advertising",,60000.0,USD,1.0,2019
Analytics Manager,True,Tech Company,,110000.0,USD,1.0,2019
Product Analyst,True,Finance,Not specified,58000.0,USD,1.0,2019
Research Investigator,True,Healthcare,Intership,117000.0,USD,1.0,2019
Data Scientist,True,Finance,Intership,45000.0,USD,1.0,2019
Research Associate,True,"Education, Research ad University",,55000.0,USD,1.0,2019
Product Analyst,True,,,,,,2019
Data Scientist,True,Others,Senior,95000.0,USD,1.0,2019
Data Scientist,True,Big Tech,Senior,145000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Senior,175000.0,USD,1.0,2019
Data Scientist,True,Tech Company,,160000.0,USD,1.0,2019
Data Scientist,True,Healthcare,Intership,100000.0,USD,1.0,2019
Analytics Manager,True,Consulting,,,,,2019
Data Scientist,True,,,,,,2019
Head Scientist,True,Tech Company,,120000.0,USD,1.0,2019
Data Analyst,True,"Education, Research ad University",Mid,54000.0,USD,1.0,2019
Data Analyst,True,Healthcare,Not specified,85000.0,USD,1.0,2019
"Director, Data Science",True,Tech Company,,230000.0,USD,1.0,2019
Data Scientist,True,Tech Company,Intership,137500.0,USD,1.0,2021
Data Scientist,True,Tech Company,Junior,90000.0,USD,1.0,2021
Data Scientist,True,Manufactoring,,114000.0,USD,1.0,2021
Data Scientist,True,Big Tech,Senior,240000.0,USD,1.0,2021
ML Engineer,True,StartUp,Mid,120000.0,USD,1.0,2021
,True,,,,,,2021
Product Analyst,True,Big Tech,,180000.0,USD,1.0,2021
Data Scientist,True,Manufactoring,Mid,150000.0,USD,1.0,2021
Decision Scientist,True,Tech Company,Senior,100000.0,USD,1.0,2021
AI Engineer,True,Consulting,,50000.0,USD,1.0,2021
Data Scientist,True,Big Tech,Junior,160000.0,USD,1.0,2021
Data Scientist,True,Healthcare,Intership,,,,2021
Director of Data Science,True,Healthcare,,185000.0,USD,1.0,2021
Data Scientist,True,,,,,,2021
Data Analyst,True,Tech Company,Intership,110000.0,USD,1.0,2021
Data Analyst,True,Consulting,,75000.0,USD,1.0,2021
Data Analyst,True,,,,,,2021
Data Scientist,True,,,,,,2021
quantitative modeling / data science,True,Finance,Intership,115000.0,USD,1.0,2021
Data Scientist,True,Big Tech,Mid,120000.0,USD,1.0,2021
Analytics Manager,True,Tech Company,Mid,150000.0,USD,1.0,2021
ML Engineer,True,,,,,,2021
VP of Data Science,True,Consulting,Not specified,200000.0,USD,1.0,2021
,True,Big Tech,Intership,92400.0,USD,1.0,2021
Data Scientist,True,Consulting,,55000.0,USD,1.0,2021
Data Scientist,True,Tech Company,Senior,187000.0,USD,1.0,2021
Data Scientist,True,"Energy, oil and gas",Intership,95000.0,USD,1.0,2021
ML Engineer,True,Tech Company,Senior,300000.0,USD,1.0,2021
Solutions Architect,True,Consulting,Mid,160000.0,USD,1.0,2021
Data Scientist,True,Ecommerce,,175000.0,USD,1.0,2021
Data Analyst,True,Tech Company,,50000.0,GBP,1.2951632,2021
Data Scientist,True,Finance,,150000.0,USD,1.0,2021
Data Scientist,True,,Mid,,,,2021
Data Analyst,True,Public Sector and Gonverment,Senior,110000.0,USD,1.0,2021
Product Analyst,True,Tech Company,Not specified,125000.0,USD,1.0,2021
Date Engineer,True,,Mid,,,,2021
Data Scientist,True,Finance,,40320.0,USD,1.0,2021
HPC Systems Engineer,True,Healthcare,Senior,186000.0,USD,1.0,2021
Data Science Research Assistant,True,"Education, Research ad University",,15000.0,USD,1.0,2021
Data Scientist,True,Public Sector and Gonverment,,45000.0,USD,1.0,2021
Data Scientist,True,Tech Company,Not specified,113000.0,CAD,0.73006557,2021
Director,True,Big Tech,Senior,250000.0,USD,1.0,2021
Quantitative UX Researcher ,True,Big Tech,,160000.0,USD,1.0,2021
Head of &lt;program related to data science&gt,True,Tech Company,Intership,150000.0,USD,1.0,2021
Data Analyst,True,Finance,Mid,70000.0,USD,1.0,2021
Data Scientist,True,Big Tech,,84000.0,USD,1.0,2021
Data Scientist,True,,,,,,2021
Data Scientist,True,Tech Company,Not specified,155000.0,USD,1.0,2021
Data Scientist,True,Big Tech,,225000.0,USD,1.0,2021
Data Scientist,True,Big Tech,Intership,160000.0,USD,1.0,2021
Data Scientist,True,,,,,,2021
Data Scientist,True,Consulting,Not specified,104000.0,USD,1.0,2021
Data Scientist,True,Tech Company,Senior,160000.0,USD,1.0,2021
Data Scientist,True,Tech Company,Mid,145000.0,USD,1.0,2021
Data Scientist,True,Consulting,Not specified,65000.0,USD,1.0,2021
Quantitative Researcher,True,Finance,Not specified,250000.0,USD,1.0,2021
Data Scientist,True,"Education, Research ad University",,143500.0,USD,1.0,2021
Data Scientist,True,Tech Company,Mid,110000.0,USD,1.0,2021
Manager Data Science,True,,,,,,2021
Data Scientist,True,Healthcare,,165000.0,USD,1.0,2021
Director,True,Tech Company,Senior,180000.0,USD,1.0,2021
Data Scientist,True,Others,Intership,50000.0,EUR,1.0882787,2021
Data Scientist,True,,,,,,2021
Data Scientist,True,Consulting,,120000.0,USD,1.0,2021
ML Engineer,True,Tech Company,,175000.0,USD,1.0,2021
Data Scientist,True,Consulting,,190000.0,USD,1.0,2021
Data Scientist,True,Healthcare,,125000.0,USD,1.0,2021
Applied Scientist,True,Tech Company,,185000.0,USD,1.0,2021
Data Scientist,True,Finance,Junior,130000.0,USD,1.0,2021
Data Science Manager,True,,,,,,2021
Data Scientist,True,Tech Company,Mid,120000.0,USD,1.0,2021
Data Scientist,True,Tech Company,Intership,185000.0,USD,1.0,2021
Data Scientist,True,,Intership,92000.0,USD,1.0,2021
Director of Data Science,True,"Energy, oil and gas",Mid,220000.0,USD,1.0,2021
Data Analyst,True,Finance,Not specified,66800.0,USD,1.0,2021
Data Analyst,True,Manufactoring,,97000.0,USD,1.0,2021
Data science manager,True,Tech Company,Senior,190000.0,USD,1.0,2021
Product Analyst,True,,,,,,2021
Product Analyst,True,Consulting,,93000.0,USD,1.0,2021
Data Scientist,True,Finance,,115000.0,USD,1.0,2021
Data Scientist,True,Ciber Security,Intership,88000.0,USD,1.0,2021
Research Associate,True,"Marketing, Media and Advertising",,63000.0,CAD,0.73006557,2021
Analytics Manager,True,Ecommerce,Senior,132000.0,USD,1.0,2021
Data Scientist,True,Consulting,Senior,120000.0,USD,1.0,2021
Data Scientist,True,Tech Company,Senior,160000.0,USD,1.0,2021
,True,,,,,,2021
Data Analyst,True,Tech Company,Junior,96000.0,USD,1.0,2021
Data Scientist,True,Consulting,Intership,42000.0,EUR,1.0882787,2021
Data Scientist,True,Public Sector and Gonverment,Senior,,,,2021
Data Analyst,True,Healthcare,Intership,68500.0,USD,1.0,2021
Founder,True,Tech Company,,10000.0,USD,1.0,2021
Data Scientist,True,StartUp,Mid,170000.0,USD,1.0,2021
Data Analyst,True,Healthcare,,110000.0,USD,1.0,2021
Data Scientist,True,Tech Company,,27000.0,USD,1.0,2021
Data Scientist,True,Finance,Senior,240000.0,USD,1.0,2021
Data Scientist,True,Retail,,2100000.0,INR,0.011962834,2021
Data Analyst,True,Finance,Mid,110000.0,USD,1.0,2021
Data Scientist,True,"Marketing, Media and Advertising",Senior,120000.0,USD,1.0,2021
Data Scientist,True,Healthcare,Intership,114000.0,USD,1.0,2021
Analytics Manager,True,Finance,Senior,95000.0,USD,1.0,2021
"Director, Data Science",True,Healthcare,Senior,147000.0,USD,1.0,2021
Data Scientist,True,Big Tech,Senior,132000.0,USD,1.0,2021
ML Engineer,True,Manufactoring,,70000.0,USD,1.0,2021
,True,,,,,,2021
Data Scientist,True,Big Tech,Senior,203000.0,USD,1.0,2021
Analytics Manager,True,Consulting,Senior,135000.0,USD,1.0,2021
Data Analyst,True,"Education, Research ad University",,80000.0,USD,1.0,2021
BI Analyst,True,Warehousing and Logistic,Intership,88000.0,USD,1.0,2021
Data Analyst,True,,,,,,2021
Data Scientist,True,Consulting,Junior,130000.0,USD,1.0,2021
Data Scientist,True,Big Tech,Intership,96000.0,USD,1.0,2021
Data Scientist,True,Healthcare,Mid,100000.0,USD,1.0,2021
ML Engineer,True,Ciber Security,,80000.0,USD,1.0,2021
Data Specialist,True,Manufactoring,,86000.0,USD,1.0,2021
Data Scientist,True,Tech Company,Intership,130000.0,USD,1.0,2021
Data Analyst,True,StartUp,Senior,140000.0,USD,1.0,2021
Data Scientist,True,,Mid,,,,2021
,True,,,,,,2021
Data Scientist,True,,,,,,2021
Product Scientist,True,,,,,,2021
Data Analyst,True,Ecommerce,,80000.0,USD,1.0,2021
Data Analyst,True,Consulting,Senior,130000.0,AUD,0.67236147,2021
Data Scientist,True,"Marketing, Media and Advertising",,147000.0,USD,1.0,2021
Data Scientist,True,,,,,,2021
Data Scientist,True,Retail,Senior,,,,2021
Data Scientist,True,Tech Company,Senior,185000.0,USD,1.0,2021
,True,Tech Company,,107000.0,USD,1.0,2021
Product Analyst,True,Tech Company,Junior,145000.0,USD,1.0,2021
Data Scientist,True,Tech Company,,500000.0,USD,1.0,2021
Data Scientist,True,Ciber Security,Intership,155000.0,USD,1.0,2021
Data Lecturer,True,"Education, Research ad University",,75000.0,USD,1.0,2021
Data Scientist,True,StartUp,Mid,95000.0,USD,1.0,2021
Data Scientist,True,"Energy, oil and gas",Junior,118000.0,USD,1.0,2021
Data Science Specialist,True,Consulting,,37000.0,USD,1.0,2021
Data Scientist,True,Consulting,Not specified,75000.0,USD,1.0,2021
Data Analyst,True,Tech Company,Junior,80000.0,USD,1.0,2021
Data Analyst,True,Finance,Not specified,70000.0,USD,1.0,2021
Data Scientist,True,Tech Company,,27000.0,USD,1.0,2021
Data Scientist,True,Consulting,,110000.0,USD,1.0,2021
Data Scientist,True,Finance,Intership,115000.0,USD,1.0,2021
Data Scientist,True,Big Tech,Intership,2000000.0,INR,0.011962834,2021
Data Scientist,True,Tech Company,Not specified,58000.0,USD,1.0,2021
USC College Freshman,True,,,,,,2021
Director of Data Science,True,Big Tech,Senior,200000.0,USD,1.0,2021
Client Insights Consultant,True,"Education, Research ad University",,152000.0,USD,1.0,2021
Data Scientist,True,Small Tech,Junior,135000.0,USD,1.0,2021
Principal Business Intelligence Engineer,True,Tech Company,,200000.0,USD,1.0,2021
Data Scientist,True,Tech Company,Mid,85000.0,USD,1.0,2021
Data Science,True,Finance,,29850.0,USD,1.0,2021
Decision Scientist,True,Small Tech,Not specified,86000.0,USD,1.0,2021
Data Analyst,True,"Energy, oil and gas",,80000.0,USD,1.0,2021
Data Scientist,True,Tech Company,Senior,150000.0,USD,1.0,2021
Data Analyst,True,Finance,,59000.0,USD,1.0,2021
